FIPS,state,county,buildings,minimal_exposure,indirect_exposure,direct_exposure,burn_probability,wildfire_risk,population,svi,svi_socioeconomic,svi_household,svi_minority,svi_housing_transport,county_label,svi_quartile,high_high,compound_priority
01001,AL,"Autauga County, AL",30450,0.082660099,0.232807882,0.68453202,0.505,0.481,58761,0.2663,0.2367,0.3675,0.6354,0.2358,"Autauga County, AL",Q2,FALSE,0.37365
01003,AL,"Baldwin County, AL",120300,0.070656692,0.272585204,0.656758105,0.841,0.818,233420,0.3487,0.3433,0.2883,0.489,0.4308,"Baldwin County, AL",Q2,FALSE,0.58335
01005,AL,"Barbour County, AL",18131,0.004853566,0.210578567,0.784567867,0.564,0.543,24877,0.9927,0.9399,0.9399,0.8941,0.9959,"Barbour County, AL",Q4: Most vulnerable,FALSE,0.76785
01007,AL,"Bibb County, AL",15033,6.652e-5,0.093594093,0.906339387,0.615,0.582,22251,0.8451,0.8893,0.4954,0.6185,0.8931,"Bibb County, AL",Q4: Most vulnerable,FALSE,0.7135499999999999
01009,AL,"Blount County, AL",39896,0.001729497,0.087026268,0.911244235,0.706,0.654,59077,0.6166,0.6866,0.7884,0.413,0.3532,"Blount County, AL",Q3,FALSE,0.6353
01011,AL,"Bullock County, AL",7927,5.04605e-4,0.154913586,0.844581809,0.64,0.61,10328,0.8985,0.8654,0.5138,0.9809,0.9491,"Bullock County, AL",Q4: Most vulnerable,FALSE,0.75425
01013,AL,"Butler County, AL",16032,0,0.104603293,0.895396707,0.471,0.445,18981,0.6872,0.8441,0.6106,0.8661,0.217,"Butler County, AL",Q3,FALSE,0.5661
01015,AL,"Calhoun County, AL",66791,0.035648516,0.258867213,0.705484272,0.826,0.781,116162,0.8145,0.854,0.65,0.658,0.7114,"Calhoun County, AL",Q4: Most vulnerable,TRUE,0.79775
01017,AL,"Chambers County, AL",23226,0.011624903,0.247438216,0.740936881,0.771,0.727,34612,0.8295,0.7171,0.5317,0.8396,0.9469,"Chambers County, AL",Q4: Most vulnerable,FALSE,0.77825
01019,AL,"Cherokee County, AL",23948,0.075580424,0.109361951,0.815057625,0.829,0.782,25069,0.406,0.6077,0.6494,0.2628,0.1152,"Cherokee County, AL",Q2,FALSE,0.5940000000000001
01021,AL,"Chilton County, AL",31659,0.002526928,0.120660792,0.876812281,0.73,0.692,45140,0.5336,0.5924,0.6837,0.5425,0.2698,"Chilton County, AL",Q3,FALSE,0.6128
01023,AL,"Choctaw County, AL",12058,4.14662e-4,0.035743904,0.963841433,0.509,0.487,12669,0.6548,0.6901,0.798,0.8151,0.2539,"Choctaw County, AL",Q3,FALSE,0.5709
01025,AL,"Clarke County, AL",19039,0,0.112873575,0.887126425,0.574,0.556,23058,0.8365,0.8412,0.7264,0.8641,0.6462,"Clarke County, AL",Q4: Most vulnerable,FALSE,0.69625
01027,AL,"Clay County, AL",11552,2.59695e-4,0.038348338,0.961391967,0.886,0.839,14209,0.6223,0.7235,0.3688,0.5269,0.5851,"Clay County, AL",Q3,FALSE,0.73065
01029,AL,"Cleburne County, AL",12001,0,0.043079743,0.956920257,0.867,0.823,15144,0.5196,0.4938,0.6739,0.1985,0.5482,"Cleburne County, AL",Q3,FALSE,0.6713
01031,AL,"Coffee County, AL",32688,0.042951542,0.252049682,0.704998776,0.443,0.423,53559,0.6802,0.6497,0.9488,0.6806,0.2323,"Coffee County, AL",Q3,FALSE,0.5516
01033,AL,"Colbert County, AL",39367,0.196941601,0.252444941,0.55061345799999994,0.459,0.424,57270,0.4467,0.4944,0.6984,0.5644,0.16,"Colbert County, AL",Q2,FALSE,0.43535
01035,AL,"Conecuh County, AL",12281,8.1427e-5,0.039980458,0.959938116,0.707,0.689,11576,0.5122,0.5272,0.5332,0.8727,0.2482,"Conecuh County, AL",Q3,FALSE,0.6006
01037,AL,"Coosa County, AL",9820,0.010386965,0.016191446,0.973421589,0.862,0.822,10329,0.4808,0.3513,0.328,0.7321,0.6427,"Coosa County, AL",Q2,FALSE,0.6514
01039,AL,"Covington County, AL",32309,0.009811508,0.145377449,0.844811043,0.65,0.627,37542,0.7121,0.7509,0.7821,0.4839,0.5075,"Covington County, AL",Q3,FALSE,0.66955
01041,AL,"Crenshaw County, AL",12834,1.55836e-4,0.063191523,0.936652641,0.435,0.41,13205,0.685,0.7588,0.6201,0.6656,0.4575,"Crenshaw County, AL",Q3,FALSE,0.5475
01043,AL,"Cullman County, AL",64099,0.04441567,0.130594861,0.824989469,0.691,0.625,88284,0.4909,0.5323,0.713,0.2587,0.3341,"Cullman County, AL",Q2,FALSE,0.55795
01045,AL,"Dale County, AL",31075,0.015639582,0.239388576,0.744971842,0.397,0.382,49455,0.7766,0.8648,0.9014,0.7003,0.2736,"Dale County, AL",Q4: Most vulnerable,FALSE,0.5792999999999999
01047,AL,"Dallas County, AL",24322,0.015048105,0.307746074,0.677205822,0.48,0.45,38326,0.9189,0.9555,0.867,0.9698,0.594,"Dallas County, AL",Q4: Most vulnerable,FALSE,0.68445
01049,AL,"DeKalb County, AL",56834,0.00599993,0.11792237,0.8760777,0.785,0.728,71680,0.756,0.7996,0.8139,0.5425,0.5017,"DeKalb County, AL",Q4: Most vulnerable,FALSE,0.742
01051,AL,"Elmore County, AL",49199,0.012744161,0.157218643,0.830037196,0.687,0.652,87694,0.4397,0.3185,0.3869,0.6373,0.5667,"Elmore County, AL",Q2,FALSE,0.54585
01053,AL,"Escambia County, AL",26261,0.019801226,0.226267088,0.753931686,0.784,0.766,36755,0.8473,0.9462,0.7353,0.7814,0.4986,"Escambia County, AL",Q4: Most vulnerable,TRUE,0.8066500000000001
01055,AL,"Etowah County, AL",65683,0.094225294,0.274043512,0.631731194,0.767,0.717,103348,0.672,0.7961,0.7544,0.574,0.2911,"Etowah County, AL",Q3,FALSE,0.6945
01057,AL,"Fayette County, AL",13410,0,0.10738255,0.89261745,0.553,0.512,16297,0.7458,0.8514,0.4788,0.4556,0.6914,"Fayette County, AL",Q3,FALSE,0.6289
01059,AL,"Franklin County, AL",22127,5.87518e-4,0.202196412,0.797216071,0.555,0.513,32011,0.7576,0.6675,0.9491,0.6045,0.4846,"Franklin County, AL",Q4: Most vulnerable,FALSE,0.6353
01061,AL,"Geneva County, AL",23133,0.005576449,0.196169974,0.798253577,0.51,0.499,26647,0.5822,0.6729,0.6427,0.5161,0.3509,"Geneva County, AL",Q3,FALSE,0.5406
01063,AL,"Greene County, AL",7337,0.001635546,0.090363909,0.908000545,0.429,0.404,7706,0.9157,0.9211,0.8425,0.9857,0.7254,"Greene County, AL",Q4: Most vulnerable,FALSE,0.65985
01065,AL,"Hale County, AL",12438,0.001447178,0.101222061,0.897330761,0.484,0.449,14742,0.8826,0.9341,0.5072,0.9259,0.8148,"Hale County, AL",Q4: Most vulnerable,FALSE,0.6658000000000001
01067,AL,"Henry County, AL",15023,0.010450642,0.190907276,0.798642082,0.459,0.439,17282,0.6195,0.6519,0.5695,0.6726,0.4677,"Henry County, AL",Q3,FALSE,0.52925
01069,AL,"Houston County, AL",59417,0.126377973,0.287527139,0.586094889,0.455,0.434,107040,0.7175,0.7703,0.7499,0.7251,0.3936,"Houston County, AL",Q3,FALSE,0.57575
01071,AL,"Jackson County, AL",42335,0.00359041,0.161072399,0.835337191,0.693,0.639,52618,0.7194,0.8552,0.8136,0.328,0.3783,"Jackson County, AL",Q3,FALSE,0.6792
01073,AL,"Jefferson County, AL",294103,0.289184401,0.27249977,0.438315828,0.665,0.618,672265,0.7251,0.6802,0.6109,0.8766,0.6017,"Jefferson County, AL",Q3,FALSE,0.67155
01075,AL,"Lamar County, AL",12137,0,0.100189503,0.899810497,0.453,0.422,13885,0.4731,0.5654,0.4718,0.413,0.3395,"Lamar County, AL",Q2,FALSE,0.44755
01077,AL,"Lauderdale County, AL",70284,0.049499175,0.212409652,0.738091173,0.474,0.427,94329,0.4919,0.4687,0.4219,0.4636,0.5568,"Lauderdale County, AL",Q2,FALSE,0.45945
01079,AL,"Lawrence County, AL",28581,0.03537315,0.081452713,0.883174137,0.448,0.41,33116,0.3624,0.4652,0.3878,0.5867,0.1833,"Lawrence County, AL",Q2,FALSE,0.3862
01081,AL,"Lee County, AL",71280,0.084104938,0.312991021,0.60290404,0.763,0.722,175126,0.6446,0.5609,0.2046,0.7038,0.9023,"Lee County, AL",Q3,FALSE,0.6833
01083,AL,"Limestone County, AL",59730,0.222551482,0.127791729,0.649656789,0.242,0.221,104199,0.3233,0.3,0.2574,0.6115,0.399,"Limestone County, AL",Q2,FALSE,0.27215
01085,AL,"Lowndes County, AL",9710,0.002780639,0.045314109,0.951905252,0.464,0.431,10153,0.9042,0.9679,0.7642,0.9755,0.5813,"Lowndes County, AL",Q4: Most vulnerable,FALSE,0.6676
01087,AL,"Macon County, AL",13675,6.58135e-4,0.142084095,0.85725777,0.66,0.626,19198,0.9656,0.9618,0.6185,0.9866,0.9765,"Macon County, AL",Q4: Most vulnerable,FALSE,0.7958000000000001
01089,AL,"Madison County, AL",179274,0.265699432,0.328056495,0.406244073,0.288,0.263,389781,0.3509,0.2813,0.3369,0.7423,0.3723,"Madison County, AL",Q2,FALSE,0.30695
01091,AL,"Marengo County, AL",15219,9.8561e-4,0.222747881,0.776266509,0.458,0.428,19180,0.6691,0.5434,0.7741,0.8953,0.4932,"Marengo County, AL",Q3,FALSE,0.54855
01093,AL,"Marion County, AL",22472,4.45e-5,0.143511926,0.856443574,0.54,0.498,29203,0.6946,0.8565,0.4368,0.2587,0.6507,"Marion County, AL",Q3,FALSE,0.5963
01095,AL,"Marshall County, AL",62248,0.058781005,0.182929572,0.758289423,0.63,0.57,97923,0.6201,0.6223,0.9087,0.5425,0.2504,"Marshall County, AL",Q3,FALSE,0.59505
01097,AL,"Mobile County, AL",205286,0.226995509,0.128050622,0.644953869,0.882,0.862,413878,0.8304,0.8629,0.623,0.8212,0.7095,"Mobile County, AL",Q4: Most vulnerable,TRUE,0.8462000000000001
01099,AL,"Monroe County, AL",16599,6.62691e-4,0.141695283,0.857642027,0.625,0.607,19816,0.7416,0.9119,0.2997,0.8473,0.4871,"Monroe County, AL",Q3,FALSE,0.6743
01101,AL,"Montgomery County, AL",106548,0.385300522,0.263120847,0.351578631,0.513,0.471,228132,0.929,0.9036,0.8762,0.9542,0.8069,"Montgomery County, AL",Q4: Most vulnerable,FALSE,0.7
01103,AL,"Morgan County, AL",69635,0.218266676,0.173878079,0.607855245,0.476,0.426,123102,0.6787,0.5396,0.8142,0.6179,0.6258,"Morgan County, AL",Q3,FALSE,0.55235
01105,AL,"Perry County, AL",8672,6.91882e-4,0.112661439,0.886646679,0.528,0.491,8479,0.9214,0.9456,0.7976,0.9653,0.7324,"Perry County, AL",Q4: Most vulnerable,FALSE,0.7061999999999999
01107,AL,"Pickens County, AL",16137,9.29541e-4,0.102373428,0.896697032,0.431,0.411,18925,0.8918,0.7646,0.9268,0.8482,0.8387,"Pickens County, AL",Q4: Most vulnerable,FALSE,0.6514
01109,AL,"Pike County, AL",22315,8.9626e-5,0.229486892,0.770423482,0.471,0.44,32997,0.8002,0.8218,0.2634,0.8279,0.8906,"Pike County, AL",Q4: Most vulnerable,FALSE,0.6201
01111,AL,"Randolph County, AL",21082,0.009059861,0.096338108,0.89460203,0.851,0.806,22179,0.559,0.4998,0.6857,0.6128,0.4598,"Randolph County, AL",Q3,FALSE,0.6825000000000001
01113,AL,"Russell County, AL",31493,0.145746674,0.299907916,0.55434541,0.636,0.617,58849,0.8963,0.9504,0.8925,0.8976,0.4897,"Russell County, AL",Q4: Most vulnerable,FALSE,0.75665
01115,AL,"St. Clair County, AL",49282,0.014203969,0.156000162,0.829795869,0.753,0.711,91719,0.2587,0.3048,0.1893,0.4378,0.3287,"St. Clair County, AL",Q2,FALSE,0.48485
01117,AL,"Shelby County, AL",93524,0.055397545,0.374727343,0.569875112,0.74,0.695,223916,0.1238,0.0735,0.2453,0.5927,0.1842,"Shelby County, AL",Q1: Least vulnerable,FALSE,0.4094
01119,AL,"Sumter County, AL",10586,0.001133573,0.112223692,0.886642736,0.454,0.423,12196,0.9255,0.9185,0.6997,0.9736,0.9004,"Sumter County, AL",Q4: Most vulnerable,FALSE,0.67425
01121,AL,"Talladega County, AL",49274,0.010390876,0.177862564,0.81174656,0.791,0.746,81105,0.908,0.889,0.8291,0.7579,0.8689,"Talladega County, AL",Q4: Most vulnerable,FALSE,0.827
01123,AL,"Tallapoosa County, AL",30137,0.033347712,0.100540863,0.866111424,0.832,0.788,41251,0.8692,0.8139,0.9526,0.6847,0.6637,"Tallapoosa County, AL",Q4: Most vulnerable,TRUE,0.8286
01125,AL,"Tuscaloosa County, AL",94888,0.184227721,0.208108507,0.607663772,0.569,0.534,231558,0.651,0.6319,0.1371,0.776,0.8584,"Tuscaloosa County, AL",Q3,FALSE,0.5925
01127,AL,"Walker County, AL",47478,0.002548549,0.115232318,0.882219133,0.701,0.652,64978,0.6398,0.741,0.8352,0.3649,0.3166,"Walker County, AL",Q3,FALSE,0.6459
01129,AL,"Washington County, AL",15210,6.5746e-5,0.046811308,0.953122945,0.803,0.774,15434,0.3217,0.5962,0.1158,0.72,0.1145,"Washington County, AL",Q2,FALSE,0.54785
01131,AL,"Wilcox County, AL",9081,0.004074441,0.049994494,0.945931065,0.468,0.447,10441,0.9819,0.9609,0.9691,0.9685,0.8479,"Wilcox County, AL",Q4: Most vulnerable,FALSE,0.71445
01133,AL,"Winston County, AL",22247,0.01505821,0.085539623,0.899402167,0.685,0.63,23655,0.6125,0.6946,0.8352,0.1928,0.4079,"Winston County, AL",Q3,FALSE,0.6212500000000001
02013,AK,"Aleutians East Borough, AK",881,0.086265607,0.458569807,0.455164586,0.045,0.052,3407,0.7754,0.651,0.1184,0.987,0.9898,"Aleutians East Borough, AK",Q4: Most vulnerable,FALSE,0.4137
02016,AK,"Aleutians West Census Area, AK",1408,0.294744318,0.3046875,0.400568182,0.025,0.025,5219,0.5033,0.2555,0.0159,0.9787,0.9955,"Aleutians West Census Area, AK",Q3,FALSE,0.26415
02020,AK,"Anchorage Municipality, AK",90010,0.366359293,0.254693923,0.378946784,0.317,0.335,290674,0.6052,0.4044,0.3901,0.8291,0.8241,"Anchorage Municipality, AK",Q3,FALSE,0.47009999999999996
02050,AK,"Bethel Census Area, AK",6611,0.008319468,0.458478294,0.533202239,0.826,0.814,18538,0.9424,0.8963,0.6392,0.9949,0.9777,"Bethel Census Area, AK",Q4: Most vulnerable,TRUE,0.8782
02060,AK,"Bristol Bay Borough, AK",1639,0.018303844,0.148871263,0.832824893,0.351,0.346,854,0.2332,0.1171,0.0019,0.896,0.9516,"Bristol Bay Borough, AK",Q1: Least vulnerable,FALSE,0.28959999999999997
02063,AK,"Chugach Census Area, AK",3720,0.013172043,0.583870968,0.402956989,0.088,0.082,7000,0.6876,0.4292,0.3627,0.658,0.9844,"Chugach Census Area, AK",Q3,FALSE,0.3848
02066,AK,"Copper River Census Area, AK",3285,0,0.115068493,0.884931507,0.863,0.892,2614,0.5247,0.4881,0.6017,0.8571,0.3019,"Copper River Census Area, AK",Q3,FALSE,0.70835
02068,AK,"Denali Borough, AK",2136,9.3633e-4,0.185861423,0.813202247,0.928,0.939,2101,0.0353,0.0013,3e-4,0.6045,0.7009,"Denali Borough, AK",Q1: Least vulnerable,FALSE,0.48714999999999997
02070,AK,"Dillingham Census Area, AK",2477,0.015744853,0.195397658,0.788857489,0.603,0.637,4854,0.8931,0.7798,0.7436,0.9895,0.9278,"Dillingham Census Area, AK",Q4: Most vulnerable,FALSE,0.76505
02090,AK,"Fairbanks North Star Borough, AK",38877,0.116109782,0.168763022,0.715127196,0.982,0.982,96299,0.4925,0.3493,0.2319,0.6949,0.77,"Fairbanks North Star Borough, AK",Q2,FALSE,0.73725
02100,AK,"Haines Borough, AK",1791,0.004466778,0.268565047,0.726968174,0.062,0.062,2079,0.4594,0.2717,0.2759,0.6332,0.7916,"Haines Borough, AK",Q2,FALSE,0.2607
02105,AK,"Hoonah-Angoon Census Area, AK",1544,0.023963731,0.216321244,0.759715026,0.067,0.065,2329,0.6376,0.5698,0.2743,0.8727,0.7534,"Hoonah-Angoon Census Area, AK",Q3,FALSE,0.35129999999999995
02110,AK,"Juneau City and Borough, AK",10006,0.010693584,0.576454128,0.412852289,0.053,0.05,32108,0.3528,0.1365,0.0531,0.7617,0.9313,"Juneau City and Borough, AK",Q2,FALSE,0.2014
02122,AK,"Kenai Peninsula Borough, AK",36777,0.030181907,0.129809392,0.840008701,0.776,0.791,59235,0.4725,0.5345,0.1985,0.5581,0.5307,"Kenai Peninsula Borough, AK",Q2,FALSE,0.63175
02130,AK,"Ketchikan Gateway Borough, AK",4630,0.015334773,0.540604752,0.444060475,0.045,0.043,13910,0.5027,0.3331,0.1047,0.7607,0.908,"Ketchikan Gateway Borough, AK",Q3,FALSE,0.27285000000000004
02150,AK,"Kodiak Island Borough, AK",5639,0.022521724,0.530767867,0.44671041,0.372,0.341,13065,0.637,0.364,0.2529,0.8877,0.9644,"Kodiak Island Borough, AK",Q3,FALSE,0.489
02158,AK,"Kusilvak Census Area, AK",2733,0.020856202,0.430296378,0.54884742,0.591,0.573,8372,0.8568,0.9042,0.5679,0.9994,0.7035,"Kusilvak Census Area, AK",Q4: Most vulnerable,FALSE,0.7149
02164,AK,"Lake and Peninsula Borough, AK",1926,0.028556594,0.096053998,0.875389408,0.444,0.476,999,0.7926,0.6923,0.6246,0.9857,0.7623,"Lake and Peninsula Borough, AK",Q4: Most vulnerable,FALSE,0.6343
02170,AK,"Matanuska-Susitna Borough, AK",56065,0.013038438,0.065495407,0.921466155,0.758,0.796,108661,0.4792,0.552,0.4082,0.5797,0.3474,"Matanuska-Susitna Borough, AK",Q2,FALSE,0.6376000000000001
02180,AK,"Nome Census Area, AK",4720,0.062076271,0.586652542,0.351271186,0.498,0.494,10018,0.8683,0.8785,0.3449,0.9898,0.9214,"Nome Census Area, AK",Q4: Most vulnerable,FALSE,0.6811499999999999
02185,AK,"North Slope Borough, AK",4691,0.07780857,0.692602857,0.229588574,0.204,0.188,10924,0.7747,0.4283,0.4604,0.9551,0.9946,"North Slope Borough, AK",Q4: Most vulnerable,FALSE,0.48135000000000006
02188,AK,"Northwest Arctic Borough, AK",2419,0.109549401,0.658949979,0.23150062,0.766,0.773,7682,0.8734,0.8304,0.3611,0.9943,0.9602,"Northwest Arctic Borough, AK",Q4: Most vulnerable,TRUE,0.8231999999999999
02195,AK,"Petersburg Borough, AK",1860,0.018817204,0.390860215,0.590322581,0.043,0.041,3374,0.6857,0.3929,0.7445,0.8352,0.8072,"Petersburg Borough, AK",Q3,FALSE,0.36335
02198,AK,"Prince of Wales-Hyder Census Area, AK",3868,0.048345398,0.332730093,0.618924509,0.043,0.041,5799,0.818,0.5978,0.6341,0.9001,0.9523,"Prince of Wales-Hyder Census Area, AK",Q4: Most vulnerable,FALSE,0.4295
02220,AK,"Sitka City and Borough, AK",3666,0.045008183,0.550463721,0.404528096,0.047,0.045,8462,0.4442,0.3029,0.0827,0.7843,0.8237,"Sitka City and Borough, AK",Q2,FALSE,0.24459999999999998
02230,AK,"Skagway Municipality, AK",810,0.007407407,0.781481481,0.211111111,0.15,0.163,1303,0.3328,0.3042,0.0283,0.5829,0.7875,"Skagway Municipality, AK",Q2,FALSE,0.2479
02240,AK,"Southeast Fairbanks Census Area, AK",6152,9.75293e-4,0.139629389,0.859395319,0.96,0.967,6888,0.6755,0.4906,0.6939,0.6449,0.7798,"Southeast Fairbanks Census Area, AK",Q3,FALSE,0.82125
02275,AK,"Wrangell City and Borough, AK",1571,0.02991725,0.385741566,0.584341184,0.052,0.048,2134,0.5342,0.4187,0.6806,0.825,0.3939,"Wrangell City and Borough, AK",Q3,FALSE,0.2911
02282,AK,"Yakutat City and Borough, AK",522,0.022988506,0.409961686,0.567049808,0.067,0.064,564,0.3723,0.1416,0.1079,0.9577,0.8116,"Yakutat City and Borough, AK",Q2,FALSE,0.21815
02290,AK,"Yukon-Koyukuk Census Area, AK",4764,0.011335013,0.423173804,0.565491184,0.942,0.949,5355,0.8807,0.839,0.7394,0.98,0.8037,"Yukon-Koyukuk Census Area, AK",Q4: Most vulnerable,TRUE,0.9148499999999999
04001,AZ,"Apache County, AZ",44050,6.58343e-4,0.194256527,0.805085131,0.851,0.896,66054,0.965,0.8902,0.9284,0.9841,0.9402,"Apache County, AZ",Q4: Most vulnerable,TRUE,0.9305
04003,AZ,"Cochise County, AZ",77574,0.023680615,0.399695774,0.576623611,0.965,0.957,125504,0.9325,0.7121,0.9574,0.8473,0.9714,"Cochise County, AZ",Q4: Most vulnerable,TRUE,0.94475
04005,AZ,"Coconino County, AZ",70440,0.019392391,0.44266042,0.537947189,0.938,0.959,144705,0.8031,0.8097,0.0595,0.8533,0.9917,"Coconino County, AZ",Q4: Most vulnerable,TRUE,0.88105
04007,AZ,"Gila County, AZ",38470,2.5994e-5,0.490927996,0.50904601,0.97,0.984,53419,0.847,0.8466,0.6131,0.7668,0.8352,"Gila County, AZ",Q4: Most vulnerable,TRUE,0.9155
04009,AZ,"Graham County, AZ",19567,0.089794041,0.439055553,0.471150406,0.91,0.918,38453,0.8486,0.7,0.6596,0.8702,0.9513,"Graham County, AZ",Q4: Most vulnerable,TRUE,0.8833
04011,AZ,"Greenlee County, AZ",6626,0.005282222,0.657561123,0.337156656,0.954,0.967,9483,0.3598,0.0974,0.6726,0.8934,0.4407,"Greenlee County, AZ",Q2,FALSE,0.6634
04012,AZ,"La Paz County, AZ",18493,0.01449197,0.656356459,0.329151571,0.432,0.435,16681,0.9195,0.9236,0.9701,0.818,0.5775,"La Paz County, AZ",Q4: Most vulnerable,FALSE,0.67725
04013,AZ,"Maricopa County, AZ",1628681,0.663064161,0.205376621,0.131559219,0.759,0.787,4430871,0.713,0.6201,0.5705,0.8521,0.6907,"Maricopa County, AZ",Q3,FALSE,0.75
04015,AZ,"Mohave County, AZ",132290,0.308315065,0.404769824,0.286915111,0.743,0.796,214229,0.8489,0.8285,0.8419,0.5994,0.762,"Mohave County, AZ",Q4: Most vulnerable,TRUE,0.82245
04017,AZ,"Navajo County, AZ",70541,0.001800371,0.31509335,0.683106279,0.712,0.797,107110,0.9806,0.8902,0.9863,0.9103,0.9446,"Navajo County, AZ",Q4: Most vulnerable,TRUE,0.8888
04019,AZ,"Pima County, AZ",456427,0.499679029,0.25774987,0.242571101,0.877,0.871,1042393,0.888,0.7493,0.7356,0.8711,0.9663,"Pima County, AZ",Q4: Most vulnerable,TRUE,0.8795
04021,AZ,"Pinal County, AZ",210168,0.294145636,0.33113985,0.374714514,0.828,0.827,433338,0.797,0.6347,0.8374,0.833,0.7521,"Pinal County, AZ",Q4: Most vulnerable,TRUE,0.812
04023,AZ,"Santa Cruz County, AZ",20839,0.014971928,0.298334853,0.686693219,0.988,0.975,47838,0.9383,0.987,0.9395,0.9879,0.4092,"Santa Cruz County, AZ",Q4: Most vulnerable,TRUE,0.95665
04025,AZ,"Yavapai County, AZ",137538,0.058500196,0.437290058,0.504209746,0.862,0.895,237830,0.5991,0.5752,0.5488,0.546,0.6026,"Yavapai County, AZ",Q3,FALSE,0.74705
04027,AZ,"Yuma County, AZ",93574,0.421794516,0.353495629,0.22470985499999999,0.409,0.391,204374,0.9978,0.9819,0.9736,0.9612,0.98,"Yuma County, AZ",Q4: Most vulnerable,FALSE,0.6944
05001,AR,"Arkansas County, AR",14100,0.427730496,0.217730496,0.354539007,0.263,0.249,17024,0.7226,0.6787,0.5078,0.6901,0.7585,"Arkansas County, AR",Q3,FALSE,0.4858
05003,AR,"Ashley County, AR",14483,0.026444797,0.440654561,0.532900642,0.415,0.413,19018,0.8237,0.8171,0.9262,0.6971,0.5062,"Ashley County, AR",Q4: Most vulnerable,FALSE,0.61835
05005,AR,"Baxter County, AR",32595,0.026292376,0.225586746,0.748120877,0.739,0.706,41801,0.4333,0.6131,0.3618,0.2109,0.3366,"Baxter County, AR",Q2,FALSE,0.56965
05007,AR,"Benton County, AR",126024,0.183361899,0.195264394,0.621373707,0.782,0.751,286528,0.3268,0.182,0.5892,0.7286,0.3115,"Benton County, AR",Q2,FALSE,0.5388999999999999
05009,AR,"Boone County, AR",27605,0.027132766,0.187719616,0.785147618,0.749,0.713,37662,0.2647,0.4053,0.4563,0.1508,0.1674,"Boone County, AR",Q2,FALSE,0.48885
05011,AR,"Bradley County, AR",8493,0.031202166,0.337454374,0.631343459,0.441,0.435,10461,0.8864,0.8778,0.895,0.8365,0.6901,"Bradley County, AR",Q4: Most vulnerable,FALSE,0.6607
05013,AR,"Calhoun County, AR",5349,1.86951e-4,0.26509628,0.734716769,0.414,0.399,4773,0.4967,0.5205,0.6545,0.6487,0.2307,"Calhoun County, AR",Q2,FALSE,0.44784999999999997
05015,AR,"Carroll County, AR",23229,0.001937234,0.14443153,0.853631237,0.681,0.655,28362,0.6421,0.6618,0.6608,0.6287,0.4722,"Carroll County, AR",Q3,FALSE,0.64855
05017,AR,"Chicot County, AR",8431,0.264737279,0.226544894,0.508717827,0.252,0.244,10234,0.9987,0.98,0.9866,0.9243,0.9889,"Chicot County, AR",Q4: Most vulnerable,FALSE,0.6213500000000001
05019,AR,"Clark County, AR",14463,0.006845053,0.290188758,0.70296619,0.512,0.482,21469,0.8339,0.6583,0.5422,0.6971,0.9908,"Clark County, AR",Q4: Most vulnerable,FALSE,0.65795
05021,AR,"Clay County, AR",14039,0.297457084,0.211126149,0.491416768,0.261,0.243,14537,0.3929,0.7168,0.5135,0.0932,0.1101,"Clay County, AR",Q2,FALSE,0.31795
05023,AR,"Cleburne County, AR",23091,0.003637781,0.135464034,0.860898185,0.775,0.726,24948,0.3532,0.5406,0.4792,0.1861,0.1785,"Cleburne County, AR",Q2,FALSE,0.5396
05025,AR,"Cleveland County, AR",6972,0,0.090504877,0.909495123,0.413,0.406,7548,0.286,0.1782,0.6888,0.4537,0.2574,"Cleveland County, AR",Q2,FALSE,0.346
05027,AR,"Columbia County, AR",17033,0,0.363177362,0.636822638,0.453,0.434,22707,0.7598,0.5192,0.6596,0.7929,0.9163,"Columbia County, AR",Q4: Most vulnerable,FALSE,0.5969
05029,AR,"Conway County, AR",17287,0.014577428,0.156360271,0.829062301,0.737,0.677,20782,0.7461,0.6879,0.9634,0.5218,0.427,"Conway County, AR",Q3,FALSE,0.71155
05031,AR,"Craighead County, AR",50790,0.391592833,0.10998228,0.498424887,0.287,0.271,111038,0.8342,0.7369,0.8836,0.6316,0.7824,"Craighead County, AR",Q4: Most vulnerable,FALSE,0.5526
05033,AR,"Crawford County, AR",36871,0.147514307,0.163624529,0.688861165,0.883,0.838,60593,0.7531,0.6822,0.9532,0.5011,0.4944,"Crawford County, AR",Q4: Most vulnerable,TRUE,0.79555
05035,AR,"Crittenden County, AR",23127,0.76564189,0.049033597,0.185324512,0.14,0.14,47945,0.9205,0.9345,0.8368,0.9192,0.7461,"Crittenden County, AR",Q4: Most vulnerable,FALSE,0.53025
05037,AR,"Cross County, AR",11624,0.275292498,0.257140399,0.467567103,0.262,0.247,16827,0.9227,0.9128,0.9504,0.6402,0.7801,"Cross County, AR",Q4: Most vulnerable,FALSE,0.58485
05039,AR,"Dallas County, AR",5686,0,0.37478016199999997,0.625219838,0.425,0.412,6472,0.6885,0.3366,0.6179,0.8603,0.9421,"Dallas County, AR",Q3,FALSE,0.55025
05041,AR,"Desha County, AR",8801,0.628337689,0.052494035,0.319168276,0.224,0.218,11285,0.9749,0.9173,0.999,0.9007,0.7369,"Desha County, AR",Q4: Most vulnerable,FALSE,0.59645
05043,AR,"Drew County, AR",11927,0.01861323,0.31894022,0.66244655,0.392,0.388,17309,0.7668,0.4028,0.8263,0.7245,0.9548,"Drew County, AR",Q4: Most vulnerable,FALSE,0.5774
